stock,稅後純益,103年1-6月,增減,期末股本,稅後純益,103年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,103年1-6月,增減,公司,,營業收入,103年1-6月,增減,營業利益,103年1-6月,營業外,103年1-6月
1301,14504792,10918254,32.85,63657408,2.28,1.72,44.08,64.9992171539982,2.40112531420025,2.0267551411511,16681264,12739261,30.94,1301  ,台塑,98704477,111018850,-11.09,6333511,2538864,10347753,10200397
1303,20508579,19345432,6.01,79308216,2.59,2.44,38.41,57.5911334945143,2.41128796004836,1.8578559614214,25795870,19138623,34.78,1303  ,南亞,161549601,160688981,0.54,14359702,6202149,11436168,12936474
1304,503354,318747,57.92,11426024,0.49,0.31,16.5,27.7825163942549,1.89680406733069,1.38327819900333,1374593,549827,150,1304  ,台聚,27141294,30115004,-9.87,1280865,609027,93728,-59200
1305,414325,132271,213.24,4683034,0.88,0.28,13.04,47.6590952189012,2.02192380776098,1.43990948964625,545024,187965,189.96,1305  ,華夏,7345921,7706272,-4.68,558605,194577,-13581,-6612
1307,504265,499773,0.9,3862312,1.31,1.29,20.12,55.0444390073794,2.24018555246788,1.67810263633557,641609,600391,6.87,1307  ,三芳,5525498,5527918,-0.04,686785,607636,-45176,-7245
1308,301199,267681,12.52,4931607,0.61,0.54,18.41,83.5581065964011,2.03528523466311,1.31280338299596,362256,314150,15.31,1308  ,亞聚,2487483,2912134,-14.58,208379,229797,153877,84353
1309,272392,-292698,,3276518,0.83,-0.89,11.07,33.0576130122853,1.397527008082,1.06341350310713,304051,-299233,,1309  ,台達化,9101491,10085115,-9.75,311658,-228532,-7607,-70701
1310,534034,325305,64.16,5278698,1.01,0.61,11.2,50.7205687584171,1.32035966213557,0.925739601038563,623386,356322,74.95,1310  ,台苯,6469207,9555407,-32.3,664064,-38309,-40678,394631
1312,1162326,176287,559.34,9266203,1.28,0.19,18.14,66.4912394262573,2.03226038634101,1.12034347436322,1499977,514841,191.35,1312  ,國喬,11019398,12322206,-10.57,1242893,433405,257084,81436
1313,561851,-111988,,11712366,0.48,-0.1,16.62,43.3764876229469,1.51843214110373,1.07223098634444,771597,-163037,,1313  ,聯成,22723468,27280600,-16.7,320201,44788,451396,-207825
1314,537508,1623117,-66.88,23199897,0.23,0.7,23.17,71.2383282070341,3.59861520346343,2.82234829441853,549206,1645308,-66.62,1314  ,中石化,15051434,17151018,-12.24,-196659,-762577,745865,2407885
1315,32173,19454,65.38,1980000,0.17,0.09,37.31,74.9598695447054,3.3029186814467,2.69632024329882,37785,27064,39.61,1315  ,達新,1323170,1389684,-4.79,27498,11342,10287,15722
1319,542129,657873,-17.59,5914771,0.92,1.11,28.62,48.8994816503232,1.14851991296653,0.758527833944093,713457,881166,-19.03,1319  ,東陽,11097641,10515243,5.54,851876,679949,-138419,201217
1321,27607,-26302,,2272283,0.13,-0.12,22.52,47.9574399275698,1.34259295874778,0.714348860363935,27606,-26302,,1321  ,大洋,2454467,2826564,-13.16,7549,-58455,20057,32153
1323,87763,115304,-23.89,912745,0.97,1.27,17.83,42.7335071682285,2.7166085144114,1.65591521669872,159155,212113,-24.97,1323  ,永裕,1511193,1655128,-8.7,170246,212412,-11091,-299
1324,21794,25026,-12.91,751219,0.29,0.33,12.66,71.200933519658,3.10158494857294,2.39703587879526,29240,29888,-2.17,1324  ,地球,645080,727404,-11.32,28333,21438,907,8450
1325,35269,17462,101.98,1003308,0.35,0.17,17.86,86.0150564328235,10.7959818817956,8.73515506526716,43885,22141,98.21,1325  ,恆大,563575,568887,-0.93,48656,19216,-4771,2925
1326,13688851,9148488,49.63,58611863,2.34,1.57,46.8,51.8582593886485,2.23906508721928,1.72613297633207,17781077,11684065,52.18,1326  ,台化,171477223,211341882,-18.86,12221911,4343453,5559166,7340612
1337,101630,634955,-83.99,2595884,0.39,2.45,39.87,88.3136800043551,2.91787549605163,2.42901912053554,162068,858117,-81.11,1337  ,F-再生,1960878,2786598,-29.63,141653,796654,20415,61463
1339,123611,151550,-18.44,759259,1.67,2.3,36.55,58.7483765116833,1.5377269167976,1.17986601225236,168344,194474,-13.44,1339  ,昭輝,917720,733438,25.13,177728,188467,-9384,6007
1340,375319,417185,-10.04,1148932,4.25,4.75,58.19,86.317369133852,7.00661255010773,6.93235100104083,452883,494923,-8.49,1340  ,F-勝悅,1426079,1325627,7.58,428845,421666,24038,73257
1715,98312,281316,-65.05,4056658,0.25,0.72,16.14,49.6859772862311,1.8297249477779,1.39208391738098,163602,390154,-58.07,1715  ,萬洲,5147172,5579190,-7.74,234068,221161,-70466,168993
4306,224208,63874,251.02,5102746,0.44,0.13,16.08,22.9538979269104,1.24893522235611,0.501214322299348,401990,263849,52.36,4306  ,炎洲,8676417,10016893,-13.38,193401,303397,208589,-39548
04,12788328,11614035,10.11,198490632,0.48,0.28,21.85,42.1471696382586,1.20693543011977,0.540486736600091,21667542,19824476,9.3,04    ,紡織纖維類,254866020,268004486,-4.9,15663943,13405164,6003599,6419312
1402,6305932,6214062,1.48,53528751,1.26,1.24,37.92,37.9465023667478,1.0850288655495,0.767110989670293,13355615,12762221,4.65,1402  ,遠東新,108975116,116819690,-6.72,8245747,7700160,5109868,5062061
1409,281664,914729,-69.21,16592823,0.17,0.54,15.31,19.1995390637032,1.02470588375075,,480702,1336648,-64.04,1409  ,新纖,18611343,22385907,-16.86,480702,1336648,,
1410,58899,40082,46.95,720000,0.82,0.45,15.79,71.4946861598661,3.5885020972061,3.39186236640679,77287,51890,48.94,1410  ,南染,319962,311323,2.77,74445,49425,2842,2465
1413,8630,-71300,,1321124,0.08,-0.71,6.47,33.0559497200659,0.80897478046288,0.203720941286446,7441,-69537,,1413  ,宏洲,1318556,1844823,-28.53,-91721,-49561,99162,-19976
1414,-20652,29607,,2200000,-0.09,0.13,14.01,62.4183424664523,0.925841639363816,0.383764641064939,-27408,29234,,1414  ,東和,581110,606985,-4.26,-22067,27394,-5341,1840
1416,99769,44706,123.17,2933557,0.34,0.16,18.48,50.4202938848844,1.27730038524446,0.129520025922166,93168,56933,63.64,1416  ,廣豐,1088677,84768,1184.3,41075,-85038,52093,141971
1417,-183136,70779,,3798837,-0.48,-0.19,11.99,72.3844094677919,2.44504997035431,1.26813929202878,-182581,79473,,1417  ,嘉裕,1746000,1619959,7.78,-196373,-76673,13792,156146
1418,-88121,-52528,,1319276,-0.72,-0.43,4.94,32.5819882965726,0.499774344270999,0.108293732965205,-86283,-50198,,1418  ,東華,740012,958010,-22.76,-114272,-89217,27989,39019
1419,-43146,62516,,3000413,-0.14,0.21,23.49,61.1279063084489,0.583015355547254,0.486457172438779,-48207,63723,,1419  ,新紡,509674,548481,-7.08,-46466,-13384,-1741,77107
1423,-2334,-44645,,1730000,-0.01,-0.26,15.03,91.1429367668117,83.0728102847531,44.1009852216749,-140,-34794,,1423  ,利華,356851,334712,6.61,18934,-31193,-19074,-3601
1432,-30991,-108068,,1662834,-0.19,-0.66,13.17,47.1302854746459,1.53410373059117,0.703813305815322,-113011,-68942,,1432  ,大魯閣,115478,64586,78.8,-108621,-76103,-4390,7161
1434,1204694,1284333,-6.2,16846646,0.72,0.76,30.32,64.1803039915818,1.7786554816768,1.10896824305694,1777062,1579613,12.5,1434  ,福懋,22625929,25008671,-9.53,1952827,1592191,-175765,-12578
1439,453,-3973,,920000,0,-0.04,21.57,90.4614298850973,23.9650462573591,23.3149873843566,411,-4307,,1439  ,中和,184446,177838,3.72,-8244,-10322,8655,6015
1440,629891,251947,150.01,16568159,0.38,0.15,15.07,59.6043131490224,1.04064111014095,0.472164074228512,750619,328407,128.56,1440  ,南紡,11244363,9775458,15.03,405985,238449,344634,89958
1441,-40890,-46724,,897991,-0.46,-0.52,9.28,29.3511988170127,1.01916755887032,0.451475614108311,-45318,-47473,,1441  ,大東,956052,643485,48.57,-22850,-60179,-22468,12706
1443,-91560,-95230,,1353430,-0.68,-0.71,9.18,25.5668228920112,0.586439539800538,0.139431072382261,-130426,-167742,,1443  ,立益,632791,830186,-23.78,-61262,-131475,-69164,-36267
1444,207502,65200,218.25,9573029,0.22,0.07,11.81,64.2656335406904,1.30967194121628,0.720877640936003,225366,113857,97.94,1444  ,力麗,5434868,5847744,-7.06,237565,6395,-12199,107462
1445,40705,20595,97.65,1386670,0.29,0.15,14.08,83.0082938852158,6.19835443928141,3.18912047430231,45065,20501,119.82,1445  ,大宇,929039,944865,-1.67,47523,13631,-2458,6870
1446,895,19741,-95.47,1386215,0.01,0.14,13.24,48.0253493012927,8.48312241511677,0.849278090096337,3972,25429,-84.38,1446  ,宏和,418128,388440,7.64,-3057,17782,7029,7647
1447,25282,172164,-85.32,9144872,0.03,0.21,12.83,47.5117039331517,1.23096847047428,0.75597276766528,29728,213572,-86.08,1447  ,力鵬,9634535,12059430,-20.11,146974,178134,-117246,35438
1449,-188339,-122678,,1200000,-1.59,-1.11,8.01,18.8338743017848,1.08463062433347,0.552339036426017,-193295,-128660,,1449  ,佳和,1451117,1621041,-10.48,-198606,-159855,5311,31195
1451,95520,415078,-76.99,4000000,0.24,1.04,22.94,68.1993314548899,2.93483883980363,1.49746302310955,115935,559150,-79.27,1451  ,年興,6245534,6726749,-7.15,91927,189011,24008,370139
1452,243849,78444,210.86,1326414,1.84,0.59,17.86,87.1736426920983,5.76741437538436,3.34175980100802,272957,83781,225.8,1452  ,宏益,1066202,1014167,5.13,147238,69616,125719,14165
1453,72017,-21009,,879164,0.82,-0.24,11.59,88.5430186273028,11.4018511078834,2.25903149046633,72548,-23870,,1453  ,大將,296510,99251,198.75,70454,-28742,2094,4872
1454,63606,20966,203.38,1403098,0.48,0.16,12.08,75.6409586920127,2.99704123209027,1.61115151857527,77302,23158,233.8,1454  ,台富,1086932,1010378,7.58,75179,15971,2123,7187
1455,203350,4964,3996.49,6117634,0.33,0.01,12.34,59.5235523014816,1.85959138232096,0.817846239168872,214931,24364,782.17,1455  ,集盛,8221062,9217831,-10.81,67755,-32445,147176,56809
1456,-43298,-122313,,2130000,-0.2,-0.59,4.51,21.7611633123188,0.729245707004302,0.07414421169972,-43298,-125389,,1456  ,怡華,274329,491679,-44.21,-10029,-96094,-33269,-29295
1457,416045,58480,611.43,3351640,1.58,0.22,15.13,32.808611456221,0.904751678927475,0.456932385796336,511701,116817,338.04,1457  ,宜進,1796473,2367341,-24.11,78419,24962,433282,91855
1459,205385,37212,451.93,3586289,0.65,0.12,11.11,47.8674893509646,1.3169496853382,1.11095914080569,240267,44523,439.65,1459  ,聯發,1979208,2007185,-1.39,119100,26574,121167,17949
1460,176859,142526,24.09,4711891,0.4,0.33,10.55,52.1641154151186,1.67355701275668,0.545392895607873,204172,163724,24.7,1460  ,宏遠,3969068,3882674,2.23,208639,130434,-4467,33290
1463,28126,24774,13.53,1732684,0.17,0.15,11.66,55.189646747638,1.78027599388031,0.610152187091217,31088,35302,-11.94,1463  ,強盛,259094,267574,-3.17,6252,14365,24836,20937
1464,129129,32823,293.41,2330033,0.6,0.15,15.2,43.0140771658478,1.25989734050305,0.583863489688127,252783,31602,699.9,1464  ,得力,3145938,2399492,31.11,207906,11213,44877,20389
1465,33593,57590,-41.67,1036073,0.32,0.56,16.78,59.3536342918101,3.70127308651663,1.35145455564586,56179,100088,-43.87,1465  ,偉全,1165916,1288874,-9.54,43599,61535,12580,38553
1466,-9805,31096,,1111573,-0.09,0.31,16.52,49.9717880497282,1.97707474383731,0.875338143451107,-11528,34382,,1466  ,聚隆,2088767,2434634,-14.21,8974,16648,-20502,17734
1467,11397,23102,-50.67,2102622,0.05,0.13,10.98,33.2025283561385,1.77638291895103,0.97308242424092,-2852,8078,,1467  ,南緯,3252827,3139468,3.61,22910,15307,-25762,-7229
1468,-23143,-23938,,1604053,-0.14,-0.15,7.24,46.3775737776665,2.06451106576676,0.527703657196672,-26026,-25002,,1468  ,昶和,359676,384148,-6.37,-5979,-12983,-20047,-12019
1469,8051,3504,129.77,1246000,0.06,0.03,15.07,82.9329798983875,2.74021922195533,1.85653662442365,9823,2852,244.42,1469  ,理隆,223166,250412,-10.88,13554,1934,-3731,918
1470,26030,38134,-31.74,857670,0.3,0.44,10.79,83.1383719571918,4.14594870426962,1.83477625528411,32953,45943,-28.27,1470  ,大統染,398195,395133,0.77,33729,42266,-776,3677
1472,-5791,-35298,,716500,-0.08,-0.51,5.26,37.9816062924887,0.676679950438133,0.443059270765612,-3953,-36717,,1472  ,三洋紡,389676,482776,-19.28,4282,-32888,-8235,-3829
1473,33205,45938,-27.72,1468650,0.23,0.32,26.39,49.9678480550982,1.62655530447332,1.15928979949506,-42408,-38977,,1473  ,台南,4494232,4721551,-4.81,-128058,-103795,85650,64818
1474,45760,12532,265.15,1298970,0.35,0.1,13.73,49.0639818705288,1.2836866416713,0.717287935891897,58149,16332,256.04,1474  ,弘裕,1744325,1662998,4.89,59793,16518,-1644,-186
1475,-29438,-27855,,525168,-0.56,-0.53,5.23,48.9146882012109,0.373990172728927,0.159710298589737,-48742,-44034,,1475  ,本盟,107908,97707,10.44,-30944,-45703,-17798,1669
1476,1690068,1216256,38.96,2609874,6.48,4.66,34.53,53.3885010428741,1.35173960845202,0.767695922589618,2124258,1553234,36.76,1476  ,儒鴻,11426585,9364699,22.02,2166860,1484556,-42602,68678
1477,1072978,840483,27.66,1980609,5.42,4.79,40.35,54.0994466111395,1.47622003632106,0.540067398913546,1329194,1029974,29.05,1477  ,聚陽,10757296,9567766,12.43,1350577,1084240,-21383,-54266
4414,-110146,38757,,1367675,-0.84,0.29,11.93,48.0631656585433,3.07991202541607,1.48272118352224,-110595,58385,,4414  ,如興,1231376,1249432,-1.45,-67075,76714,-43520,-18329
4426,279834,76474,265.92,911721,3.65,1,21.85,63.8105529160878,1.94971710957592,1.37947456003227,332937,96928,243.49,4426  ,利勤,1011678,604165,67.45,350643,98741,-17706,-1813
05,9859807,13670262,-27.87,119319313,1.38,1.54,21.54,38.0148138039821,1.27207350184358,0.81514682824424,11836543,19783359,-40.17,05    ,電機機械類,203209369,212575147,-4.41,10659009,18446295,1177534,1337064
1503,622669,618433,0.68,5209722,1.2,1.19,39.78,60.1736158739425,1.40039323553585,0.902800618582185,858663,837377,2.54,1503  ,士電,9718162,9665900,0.54,721560,674240,137103,163137
1504,1650067,2331404,-29.22,20026929,0.83,1.18,23.82,59.1343438748596,2.0944079667122,1.45550327633683,2389373,3327440,-28.19,1504  ,東元,23875832,27740150,-13.93,1889555,2546709,499818,780731
1506,10608,-3224,,1222557,0.09,-0.03,10.23,46.0056942255316,3.33697812897489,1.96995238577652,11014,-2955,,1506  ,正道,805704,731257,10.18,24408,928,-13394,-3883
1507,942409,886533,6.3,4108200,2.31,2.17,27.33,35.9475797673624,1.2113760647189,0.591234655402844,1269237,1236315,2.66,1507  ,永大,11276152,10481192,7.58,1228155,1173314,41082,63001
1512,-161578,-145082,,1818025,-0.89,-0.8,8.45,29.3877291833986,1.06312654594334,0.544842380789299,-146596,-124760,,1512  ,瑞利,1780518,1840056,-3.24,-82051,-75015,-64545,-49745
1513,227925,256634,-11.19,4200000,0.55,0.55,17.14,48.4757617955907,1.56482421206528,0.709848336470846,293396,318503,-7.88,1513  ,中興電,4549277,4807142,-5.36,224209,216933,69187,101570
1514,44064,16061,174.35,2010670,0.22,0.08,13.21,53.8425078780532,1.67705723233098,1.30674094444814,51749,11223,361.1,1514  ,亞力,1728037,1474160,17.22,38429,-7157,13320,18380
1515,6357,7486,-15.08,1814735,0.04,0.04,12.59,42.1787590874563,1.05850771792085,0.76015182318622,24416,21073,15.86,1515  ,力山,1455387,1508888,-3.55,20705,5383,3711,15690
1517,58509,92595,-36.81,2278250,0.26,0.41,15.24,60.5218667595663,3.88286333839536,3.0225711540711,110130,182523,-39.66,1517  ,利奇,1792014,1861756,-3.75,86436,120954,23694,61569
1519,109298,56977,91.83,2610585,0.42,0.22,11.8,44.3062213068177,1.61470955263206,0.962290878781084,159236,71642,122.27,1519  ,華城,2366478,1973047,19.94,188506,79948,-29270,-8306
1521,263523,194260,35.65,762300,3.46,2.55,21.16,43.7973113112787,1.26135735338051,0.858954122467907,315762,236704,33.4,1521  ,大億,2951442,2395255,23.22,282233,209270,33529,27434
1522,242603,193837,25.16,3128979,0.78,0.62,17.33,29.8985199662179,1.05820697060812,0.421675407271877,438342,387398,13.15,1522  ,堤維西,7515626,6888831,9.1,473421,92636,-35079,294762
1524,-290372,4415,,1796852,-1.62,0.02,9.88,37.0241006156425,0.964230026730027,0.555547965547966,-349633,6647,,1524  ,耿鼎,1190368,1200048,-0.81,28249,24114,-377882,-17467
1525,176856,149278,18.47,692454,2.55,2.16,44.91,77.7399606703193,1.26597360321417,0.430327983642831,204208,174588,16.97,1525  ,江申,609276,541871,12.44,20315,217,183893,174371
1526,23811,26267,-9.35,500000,0.48,0.52,11.22,43.8055218901494,1.77542999330325,0.925377253734026,32604,28795,13.23,1526  ,日馳,456072,365503,24.78,45147,30404,-12543,-1609
1527,76603,274162,-72.06,1532896,0.5,1.79,17.78,19.8000674276021,1.1736905749652,0.537167995678349,157057,335662,-53.21,1527  ,鑽全,1696618,1517673,11.79,339361,286424,-182304,49238
1528,8685,34322,-74.7,1800000,0.05,0.23,13.12,52.7248759045545,1.8030004587963,1.03537848394845,10139,38058,-73.36,1528  ,恩德,1705186,1738886,-1.94,32156,60563,-22017,-22505
1529,-34417,-44077,,2997089,-0.11,-0.18,1.56,79.2426081715465,0.822679256521206,0.694716465497609,-34417,-34409,,1529  ,樂士,51452,61803,-16.75,-9916,-29309,-24501,-5100
1530,75062,108266,-30.67,919945,0.82,1.18,26.28,36.7011137863224,1.39420403180318,0.749209479141716,113402,145968,-22.31,1530  ,亞崴,1881478,1854713,1.44,86249,158084,27153,-12116
1531,64932,111292,-41.66,1931511,0.35,0.58,21.75,74.6531738921642,3.25405275188134,2.37938669750714,90267,109802,-17.79,1531  ,高林股,1309453,1488829,-12.05,84146,96416,6121,13386
1533,47193,130848,-63.93,947572,0.5,1.38,22.75,50.0816007881261,1.86675483060322,1.12018085699304,80789,170168,-52.52,1533  ,車王電,1209624,1313547,-7.91,100938,149689,-20149,20479
1535,255863,268969,-4.87,1237426,2.07,2.17,26.46,45.9698924284249,1.63756510459944,1.06031111479768,307090,343775,-10.67,1535  ,中宇,5032766,5101570,-1.35,241769,212779,65321,130996
1536,442343,307236,43.97,2349565,1.88,1.37,13.6,36.7570628852229,1.45218042096167,0.914163863341769,545673,373760,46,1536  ,和大,2531740,1989520,27.25,600522,320163,-54849,53597
1537,313188,286850,9.18,815854,3.84,3.52,33.93,62.9066729075591,2.4974959865027,1.30352495915746,440252,413104,6.57,1537  ,廣隆,3453824,3244465,6.45,441282,399257,-1030,13847
1538,-161508,19798,,831358,-1.94,0.24,7.66,34.1203351920007,1.04653348348366,0.282139480083285,-161508,19798,,1538  ,正峰新,426349,431440,-1.18,-33146,-43725,-128362,63523
1539,80085,59671,34.21,653700,1.23,0.91,12.98,32.3886142203186,1.22436817240399,0.478609234767777,105120,78425,34.04,1539  ,巨庭,1393925,1294532,7.68,134505,82950,-29385,-4525
1540,50738,82429,-38.45,854736,0.64,1.04,16.99,66.3100694376143,2.44896624571121,1.79014961221971,63154,95116,-33.6,1540  ,喬福,508856,504942,0.78,83285,86015,-20131,9101
1541,73799,48866,51.02,788000,0.94,0.62,12.4,48.1026337880119,1.33526246901512,0.888139605162025,90453,57082,58.46,1541  ,錩泰,1310411,1311491,-0.08,108626,63951,-18173,-6869
1558,309243,315758,-2.06,605526,5.11,5.21,62.67,67.9129175966078,2.43521533576803,2.03184782457026,414758,415312,-0.13,1558  ,伸興,2879274,2726918,5.59,424732,380196,-9974,35116
1560,311124,345320,-9.9,1410000,2.21,2.45,25.29,66.3246424660269,1.48106555164035,0.910084388477754,376705,426732,-11.72,1560  ,中砂,2070242,2191666,-5.54,394080,470323,-17375,-43591
1568,43641,51064,-14.54,1030865,0.42,0.54,13.66,48.3863076064081,1.44255442919575,0.803067223417868,65525,65864,-0.51,1568  ,倉佑,1144886,1058495,8.16,87450,71280,-21925,-5416
1583,211118,240597,-12.25,1000323,2.11,2.4,33.09,26.5818249545758,1.38703526577865,0.744094423972274,359822,401593,-10.4,1583  ,程泰,3685550,3594024,2.55,375305,405513,-15483,-3920
1589,542149,508197,6.68,1112118,5.1,5.04,76.7,72.0681938519383,2.52975569451779,1.93665985279703,753745,665014,13.34,1589  ,F-永冠,4050953,3585431,12.98,729742,698450,24003,-33436
1590,802039,996555,-19.52,1790250,4.48,5.57,53.97,47.2913859202435,1.03270351238532,0.762718741833321,1075597,1335784,-19.48,1590  ,F-亞德,4307947,4201189,2.54,1065578,1311443,10019,24341
1592,89530,102673,-12.8,1004333,0.89,1.15,29.39,44.0837093396505,1.1349368484717,0.477863187248732,130036,155488,-16.37,1592  ,F-英瑞,2584653,2571795,0.5,154483,188695,-24447,-33207
2049,943555,862625,9.38,2692785,3.61,3.3,49.34,39.9766259553538,1.23667078418176,0.72959594920041,1126731,1144632,-1.56,2049  ,上銀,7959794,6550399,21.52,1343476,1193410,-216745,-48778
2228,253366,227125,11.55,717050,3.53,3.17,35.42,68.1102137293245,3.09901575750906,2.05118748753362,347419,302882,14.7,2228  ,劍麟,1842018,1690979,8.93,291217,281722,56202,21160
